MUNICIPALITY,FARM TYPE,YEAR,MONTH,CROP,Area planted(ha),Area harvested(ha),Production(mt),Productivity(mt/ha)
BUGUIAS,RAINFED,2022,DEC,SNAP BEANS,5,1.3,7.8,6
BUGUIAS,RAINFED,2022,JAN,GARDEN PEAS,5,5,55,11
BUGUIAS,RAINFED,2022,FEB,GARDEN PEAS,5,5,55,11
BUGUIAS,RAINFED,2022,MAR,GARDEN PEAS,5,5,55,11
BUGUIAS,RAINFED,2022,APR,GARDEN PEAS,4.04,5,55,11
BUGUIAS,RAINFED,2022,MAY,GARDEN PEAS,4,5,55,11
BUGUIAS,RAINFED,2022,JUN,GARDEN PEAS,4,5,55,11
BUGUIAS,RAINFED,2022,JUL,GARDEN PEAS,4,4.04,22.2,5.5
BUGUIAS,RAINFED,2022,AUG,GARDEN PEAS,3.75,4,22,5.5
BUGUIAS,RAINFED,2022,SEP,GARDEN PEAS,3.75,4,22,5.5
BUGUIAS,RAINFED,2022,OCT,GARDEN PEAS,5,3.75,20.62,5.5
BUGUIAS,RAINFED,2022,NOV,GARDEN PEAS,5,2.25,7.88,3.5
BUGUIAS,RAINFED,2022,DEC,GARDEN PEAS,5,2.3,8.05,3.5
BUGUIAS,RAINFED,2022,JAN,SWEET PEPPER,5,5,55,11
BUGUIAS,RAINFED,2022,FEB,SWEET PEPPER,5,5,55,11
BUGUIAS,RAINFED,2022,MAR,SWEET PEPPER,5,5,55,11
BUGUIAS,RAINFED,2022,APR,SWEET PEPPER,5.17,5,55,11
BUGUIAS,RAINFED,2022,MAY,SWEET PEPPER,5,5,55,11
BUGUIAS,RAINFED,2022,JUN,SWEET PEPPER,5,5,55,11
BUGUIAS,RAINFED,2022,JUL,SWEET PEPPER,5,5.17,38.77,7.5
BUGUIAS,RAINFED,2022,AUG,SWEET PEPPER,5,5,37.5,7.5
BUGUIAS,RAINFED,2022,SEP,SWEET PEPPER,5,5,37.5,7.5
BUGUIAS,RAINFED,2022,OCT,SWEET PEPPER,5,4.75,35.62,7.5
BUGUIAS,RAINFED,2022,NOV,SWEET PEPPER,5,3,15,5
BUGUIAS,RAINFED,2022,DEC,SWEET PEPPER,5,3.5,1.75,0.5
BUGUIAS,RAINFED,2022,JAN,WHITE POTATO,15,5,55,11
BUGUIAS,RAINFED,2022,FEB,WHITE POTATO,298.44,5,55,11
BUGUIAS,RAINFED,2022,MAR,WHITE POTATO,300,5,55,11
BUGUIAS,RAINFED,2022,APR,WHITE POTATO,170,15,300,20
BUGUIAS,RAINFED,2022,MAY,WHITE POTATO,100,298.44,5968.8,20
BUGUIAS,RAINFED,2022,JUN,WHITE POTATO,50,300,5850,19.5
BUGUIAS,RAINFED,2022,JUL,WHITE POTATO,60,170,3315,19.5
BUGUIAS,RAINFED,2022,AUG,WHITE POTATO,100,99,1930.5,19.5
BUGUIAS,RAINFED,2022,SEP,WHITE POTATO,100,49.5,965.25,19.5
BUGUIAS,RAINFED,2022,OCT,WHITE POTATO,5,59.25,1155.37,19.5
BUGUIAS,RAINFED,2022,NOV,WHITE POTATO,5,95,1520,16
BUGUIAS,RAINFED,2022,DEC,WHITE POTATO,5,95,1520,16
BUGUIAS,RAINFED,2022,JAN,CARROTS,5,5,55,11
BUGUIAS,RAINFED,2022,FEB,CARROTS,5,5,55,11
BUGUIAS,RAINFED,2022,MAR,CARROTS,55,5,55,11
BUGUIAS,RAINFED,2022,APR,CARROTS,210,5,55,11
BUGUIAS,RAINFED,2022,MAY,CARROTS,155,5,55,11
BUGUIAS,RAINFED,2022,JUN,CARROTS,80,5,55,11
BUGUIAS,RAINFED,2022,JUL,CARROTS,80,55,852.5,15.5
BUGUIAS,RAINFED,2022,AUG,CARROTS,50,209,3239.5,15.5
BUGUIAS,RAINFED,2022,SEP,CARROTS,12.2,154,2387,15.5
BUGUIAS,RAINFED,2022,OCT,CARROTS,5,79.25,1228.37,15.5
BUGUIAS,RAINFED,2022,NOV,CARROTS,5,75,975,13
BUGUIAS,RAINFED,2022,DEC,CARROTS,5,45,585,13
ITOGON,IRRIGATED,2022,JAN,CABBAGE,7,5,55,11
ITOGON,IRRIGATED,2022,FEB,CABBAGE,6,5,55,11
ITOGON,IRRIGATED,2022,MAR,CABBAGE,6,7,84,12
ITOGON,IRRIGATED,2022,APR,CABBAGE,5,6,72,12
ITOGON,IRRIGATED,2022,MAY,CABBAGE,5,6,72,12
ITOGON,IRRIGATED,2022,JUN,CABBAGE,5,5,55,11
ITOGON,IRRIGATED,2022,JUL,CABBAGE,5,5,55,11
ITOGON,IRRIGATED,2022,AUG,CABBAGE,5,5,55,11
ITOGON,IRRIGATED,2022,SEP,CABBAGE,7,5,55,11
ITOGON,IRRIGATED,2022,OCT,CABBAGE,5,5,55,11
ITOGON,IRRIGATED,2022,NOV,CABBAGE,6,5,55,11
ITOGON,IRRIGATED,2022,DEC,CABBAGE,6,7,84,12
ITOGON,IRRIGATED,2022,JAN,CHINESE CABBAGE,9,5,55,11
ITOGON,IRRIGATED,2022,FEB,CHINESE CABBAGE,9,5,55,11
ITOGON,IRRIGATED,2022,MAR,CHINESE CABBAGE,8,5,55,11
ITOGON,IRRIGATED,2022,APR,CHINESE CABBAGE,5,9,108,12
ITOGON,IRRIGATED,2022,MAY,CHINESE CABBAGE,5,9,108,12
ITOGON,IRRIGATED,2022,JUN,CHINESE CABBAGE,5,8,96,12
ITOGON,IRRIGATED,2022,JUL,CHINESE CABBAGE,5,5,55,11
ITOGON,IRRIGATED,2022,AUG,CHINESE CABBAGE,5,5,55,11
ITOGON,IRRIGATED,2022,SEP,CHINESE CABBAGE,9,5,55,11
ITOGON,IRRIGATED,2022,OCT,CHINESE CABBAGE,5,5,55,11
ITOGON,IRRIGATED,2022,NOV,CHINESE CABBAGE,9,5,55,11
ITOGON,IRRIGATED,2022,DEC,CHINESE CABBAGE,8,9,108,12
ITOGON,IRRIGATED,2022,JAN,LETTUCE,5,5,55,11
ITOGON,IRRIGATED,2022,FEB,LETTUCE,5,5,50,10
ITOGON,IRRIGATED,2022,MAR,LETTUCE,5,5,50,10
ITOGON,IRRIGATED,2022,APR,LETTUCE,5,5,55,11
ITOGON,IRRIGATED,2022,MAY,LETTUCE,5,5,55,11
ITOGON,IRRIGATED,2022,JUN,LETTUCE,5,5,55,11
ITOGON,IRRIGATED,2022,JUL,LETTUCE,5,5,55,11
ITOGON,IRRIGATED,2022,AUG,LETTUCE,5,5,55,11
ITOGON,IRRIGATED,2022,SEP,LETTUCE,5,5,55,11
ITOGON,IRRIGATED,2022,OCT,LETTUCE,5,5,55,11
ITOGON,IRRIGATED,2022,NOV,LETTUCE,5,5,55,11
ITOGON,IRRIGATED,2022,DEC,LETTUCE,5,5,50,10
ITOGON,IRRIGATED,2022,JAN,CAULIFLOWER,5,5,55,11
ITOGON,IRRIGATED,2022,FEB,CAULIFLOWER,5,5,55,11
ITOGON,IRRIGATED,2022,MAR,CAULIFLOWER,5,5,55,11
ITOGON,IRRIGATED,2022,APR,CAULIFLOWER,5,5,55,11
ITOGON,IRRIGATED,2022,MAY,CAULIFLOWER,5,5,60,12
ITOGON,IRRIGATED,2022,JUN,CAULIFLOWER,5,5,60,12
ITOGON,IRRIGATED,2022,JUL,CAULIFLOWER,5,5,55,11
ITOGON,IRRIGATED,2022,AUG,CAULIFLOWER,5,5,55,11
ITOGON,IRRIGATED,2022,SEP,CAULIFLOWER,5,5,55,11
ITOGON,IRRIGATED,2022,OCT,CAULIFLOWER,5,5,55,11
ITOGON,IRRIGATED,2022,NOV,CAULIFLOWER,5,5,55,11
ITOGON,IRRIGATED,2022,DEC,CAULIFLOWER,5,5,60,12
ITOGON,IRRIGATED,2022,JAN,BROCCOLI,5,5,55,11
ITOGON,IRRIGATED,2022,FEB,BROCCOLI,5,5,55,11
ITOGON,IRRIGATED,2022,MAR,BROCCOLI,5,5,55,11
ITOGON,IRRIGATED,2022,APR,BROCCOLI,5,5,55,11
ITOGON,IRRIGATED,2022,MAY,BROCCOLI,5,5,55,11
ITOGON,IRRIGATED,2022,JUN,BROCCOLI,5,5,60,12
ITOGON,IRRIGATED,2022,JUL,BROCCOLI,5,5,60,12
ITOGON,IRRIGATED,2022,AUG,BROCCOLI,5,5,55,11
ITOGON,IRRIGATED,2022,SEP,BROCCOLI,5,5,55,11
ITOGON,IRRIGATED,2022,OCT,BROCCOLI,5,5,55,11
ITOGON,IRRIGATED,2022,NOV,BROCCOLI,5,5,55,11
ITOGON,IRRIGATED,2022,DEC,BROCCOLI,5,5,60,12
ITOGON,IRRIGATED,2022,JAN,SNAP BEANS,5,11,77,7
ITOGON,IRRIGATED,2022,FEB,SNAP BEANS,12.5,5,55,11
ITOGON,IRRIGATED,2022,MAR,SNAP BEANS,12.5,5,55,11
ITOGON,IRRIGATED,2022,APR,SNAP BEANS,5,5,55,11
ITOGON,IRRIGATED,2022,MAY,SNAP BEANS,5,12.5,87.5,7
ITOGON,IRRIGATED,2022,JUN,SNAP BEANS,5,12.5,87.5,7
ITOGON,IRRIGATED,2022,JUL,SNAP BEANS,5,5,55,11
ITOGON,IRRIGATED,2022,AUG,SNAP BEANS,5,5,55,11
ITOGON,IRRIGATED,2022,SEP,SNAP BEANS,5,5,55,11
ITOGON,IRRIGATED,2022,OCT,SNAP BEANS,12.5,5,55,11
ITOGON,IRRIGATED,2022,NOV,SNAP BEANS,5,5,55,11
ITOGON,IRRIGATED,2022,DEC,SNAP BEANS,5,5,55,11
ITOGON,IRRIGATED,2022,JAN,GARDEN PEAS,5,5,55,11
ITOGON,IRRIGATED,2022,FEB,GARDEN PEAS,5,5,20,4
ITOGON,IRRIGATED,2022,MAR,GARDEN PEAS,5,5,20,4
ITOGON,IRRIGATED,2022,APR,GARDEN PEAS,5,5,55,11
ITOGON,IRRIGATED,2022,MAY,GARDEN PEAS,5,5,20,4
ITOGON,IRRIGATED,2022,JUN,GARDEN PEAS,5,5,20,4
ITOGON,IRRIGATED,2022,JUL,GARDEN PEAS,5,5,55,11
ITOGON,IRRIGATED,2022,AUG,GARDEN PEAS,5,5,55,11
ITOGON,IRRIGATED,2022,SEP,GARDEN PEAS,5,5,55,11
ITOGON,IRRIGATED,2022,OCT,GARDEN PEAS,5,5,55,11
ITOGON,IRRIGATED,2022,NOV,GARDEN PEAS,5,5,55,11
ITOGON,IRRIGATED,2022,DEC,GARDEN PEAS,5,5,20,4
ITOGON,IRRIGATED,2022,JAN,SWEET PEPPER,5,5,55,11
ITOGON,IRRIGATED,2022,FEB,SWEET PEPPER,5.25,5,30,6
ITOGON,IRRIGATED,2022,MAR,SWEET PEPPER,5,5,30,6
ITOGON,IRRIGATED,2022,APR,SWEET PEPPER,5,5,55,11
ITOGON,IRRIGATED,2022,MAY,SWEET PEPPER,5,5.25,31.5,6
ITOGON,IRRIGATED,2022,JUN,SWEET PEPPER,5,5,30,6
ITOGON,IRRIGATED,2022,JUL,SWEET PEPPER,5,5,55,11
ITOGON,IRRIGATED,2022,AUG,SWEET PEPPER,5,5,55,11
ITOGON,IRRIGATED,2022,SEP,SWEET PEPPER,5,5,55,11
ITOGON,IRRIGATED,2022,OCT,SWEET PEPPER,5,5,55,11
ITOGON,IRRIGATED,2022,NOV,SWEET PEPPER,5.25,5,55,11
ITOGON,IRRIGATED,2022,DEC,SWEET PEPPER,5,5,55,11
ITOGON,IRRIGATED,2022,JAN,WHITE POTATO,5,5,55,11
ITOGON,IRRIGATED,2022,FEB,WHITE POTATO,5,5,50,10
ITOGON,IRRIGATED,2022,MAR,WHITE POTATO,5,5,50,10
ITOGON,IRRIGATED,2022,APR,WHITE POTATO,5,5,50,10
ITOGON,IRRIGATED,2022,MAY,WHITE POTATO,5,5,50,10
ITOGON,IRRIGATED,2022,JUN,WHITE POTATO,5,5,55,11
ITOGON,IRRIGATED,2022,JUL,WHITE POTATO,5,5,55,11
ITOGON,IRRIGATED,2022,AUG,WHITE POTATO,5,5,55,11
ITOGON,IRRIGATED,2022,SEP,WHITE POTATO,5,5,55,11
ITOGON,IRRIGATED,2022,OCT,WHITE POTATO,5,5,55,11
ITOGON,IRRIGATED,2022,NOV,WHITE POTATO,5,5,55,11
ITOGON,IRRIGATED,2022,DEC,WHITE POTATO,5,5,55,11
ITOGON,IRRIGATED,2022,JAN,CARROTS,4,5,55,11
ITOGON,IRRIGATED,2022,FEB,CARROTS,4,5,50,10
ITOGON,IRRIGATED,2022,MAR,CARROTS,5,5,50,10
ITOGON,IRRIGATED,2022,APR,CARROTS,5,4,40,10
ITOGON,IRRIGATED,2022,MAY,CARROTS,5,4,40,10
ITOGON,IRRIGATED,2022,JUN,CARROTS,5,5,55,11
ITOGON,IRRIGATED,2022,JUL,CARROTS,5,5,55,11
ITOGON,IRRIGATED,2022,AUG,CARROTS,5,5,55,11
ITOGON,IRRIGATED,2022,SEP,CARROTS,5,5,55,11
ITOGON,IRRIGATED,2022,OCT,CARROTS,5,5,55,11
ITOGON,IRRIGATED,2022,NOV,CARROTS,4,5,55,11
ITOGON,IRRIGATED,2022,DEC,CARROTS,4,5,55,11
ITOGON,RAINFED,2022,JAN,CABBAGE,5,5,55,11
ITOGON,RAINFED,2022,FEB,CABBAGE,5,5,55,11
ITOGON,RAINFED,2022,MAR,CABBAGE,5,5,55,11
ITOGON,RAINFED,2022,APR,CABBAGE,5,5,55,11
ITOGON,RAINFED,2022,MAY,CABBAGE,5,5,55,11
ITOGON,RAINFED,2022,JUN,CABBAGE,2,5,55,11
ITOGON,RAINFED,2022,JUL,CABBAGE,5,5,55,11
ITOGON,RAINFED,2022,AUG,CABBAGE,5,2,24,12
ITOGON,RAINFED,2022,SEP,CABBAGE,5,5,55,11
ITOGON,RAINFED,2022,OCT,CABBAGE,5,5,55,11
ITOGON,RAINFED,2022,NOV,CABBAGE,5,5,55,11
ITOGON,RAINFED,2022,DEC,CABBAGE,5,5,55,11
ITOGON,RAINFED,2022,JAN,CHINESE CABBAGE,5,5,55,11
ITOGON,RAINFED,2022,FEB,CHINESE CABBAGE,5,5,55,11
ITOGON,RAINFED,2022,MAR,CHINESE CABBAGE,5,5,55,11
ITOGON,RAINFED,2022,APR,CHINESE CABBAGE,5,5,55,11
ITOGON,RAINFED,2022,MAY,CHINESE CABBAGE,3.5,5,55,11
ITOGON,RAINFED,2022,JUN,CHINESE CABBAGE,3,5,55,11
ITOGON,RAINFED,2022,JUL,CHINESE CABBAGE,3,3.5,42,12
ITOGON,RAINFED,2022,AUG,CHINESE CABBAGE,5,3,36,12
ITOGON,RAINFED,2022,SEP,CHINESE CABBAGE,5,3,36,12
ITOGON,RAINFED,2022,OCT,CHINESE CABBAGE,5,5,55,11
ITOGON,RAINFED,2022,NOV,CHINESE CABBAGE,5,5,55,11
ITOGON,RAINFED,2022,DEC,CHINESE CABBAGE,5,5,55,11
ITOGON,RAINFED,2022,JAN,LETTUCE,5,5,55,11
ITOGON,RAINFED,2022,FEB,LETTUCE,5,5,55,11
ITOGON,RAINFED,2022,MAR,LETTUCE,5,5,55,11
ITOGON,RAINFED,2022,APR,LETTUCE,5,5,55,11
ITOGON,RAINFED,2022,MAY,LETTUCE,5,5,55,11
ITOGON,RAINFED,2022,JUN,LETTUCE,5,5,55,11
ITOGON,RAINFED,2022,JUL,LETTUCE,5,5,55,11
ITOGON,RAINFED,2022,AUG,LETTUCE,5,5,55,11
ITOGON,RAINFED,2022,SEP,LETTUCE,5,5,55,11
ITOGON,RAINFED,2022,OCT,LETTUCE,5,5,55,11
ITOGON,RAINFED,2022,NOV,LETTUCE,5,5,55,11
ITOGON,RAINFED,2022,DEC,LETTUCE,5,5,55,11
ITOGON,RAINFED,2022,JAN,CAULIFLOWER,5,5,55,11
ITOGON,RAINFED,2022,FEB,CAULIFLOWER,5,5,55,11
ITOGON,RAINFED,2022,MAR,CAULIFLOWER,5,5,55,11
ITOGON,RAINFED,2022,APR,CAULIFLOWER,5,5,55,11
ITOGON,RAINFED,2022,MAY,CAULIFLOWER,5,5,55,11
ITOGON,RAINFED,2022,JUN,CAULIFLOWER,5,5,55,11
ITOGON,RAINFED,2022,JUL,CAULIFLOWER,5,5,50,10
ITOGON,RAINFED,2022,AUG,CAULIFLOWER,5,5,50,10
ITOGON,RAINFED,2022,SEP,CAULIFLOWER,5,5,55,11
ITOGON,RAINFED,2022,OCT,CAULIFLOWER,5,5,55,11
ITOGON,RAINFED,2022,NOV,CAULIFLOWER,5,5,55,11
ITOGON,RAINFED,2022,DEC,CAULIFLOWER,5,5,55,11
ITOGON,RAINFED,2022,JAN,BROCCOLI,5,5,55,11
ITOGON,RAINFED,2022,FEB,BROCCOLI,5,5,55,11
ITOGON,RAINFED,2022,MAR,BROCCOLI,5,5,55,11
ITOGON,RAINFED,2022,APR,BROCCOLI,5,5,55,11
ITOGON,RAINFED,2022,MAY,BROCCOLI,5,5,55,11
ITOGON,RAINFED,2022,JUN,BROCCOLI,5,5,55,11
ITOGON,RAINFED,2022,JUL,BROCCOLI,5,5,55,11
ITOGON,RAINFED,2022,AUG,BROCCOLI,5,5,50,10
ITOGON,RAINFED,2022,SEP,BROCCOLI,5,5,50,10
ITOGON,RAINFED,2022,OCT,BROCCOLI,5,5,55,11
ITOGON,RAINFED,2022,NOV,BROCCOLI,5,5,55,11
ITOGON,RAINFED,2022,DEC,BROCCOLI,5,5,55,11
ITOGON,RAINFED,2022,JAN,SNAP BEANS,2,5,55,11
ITOGON,RAINFED,2022,FEB,SNAP BEANS,2,5,55,11
ITOGON,RAINFED,2022,MAR,SNAP BEANS,5,5,55,11
ITOGON,RAINFED,2022,APR,SNAP BEANS,5,5,55,11
ITOGON,RAINFED,2022,MAY,SNAP BEANS,5,5,55,11
ITOGON,RAINFED,2022,JUN,SNAP BEANS,5,5,55,11
ITOGON,RAINFED,2022,JUL,SNAP BEANS,5,5,55,11
ITOGON,RAINFED,2022,AUG,SNAP BEANS,5,5,35,7
ITOGON,RAINFED,2022,SEP,SNAP BEANS,5,5,35,7
ITOGON,RAINFED,2022,OCT,SNAP BEANS,5,5,55,11
ITOGON,RAINFED,2022,NOV,SNAP BEANS,5,5,55,11
ITOGON,RAINFED,2022,DEC,SNAP BEANS,5,5,55,11
ITOGON,RAINFED,2022,JAN,GARDEN PEAS,5,5,55,11
ITOGON,RAINFED,2022,FEB,GARDEN PEAS,5,5,55,11
ITOGON,RAINFED,2022,MAR,GARDEN PEAS,5,5,55,11
ITOGON,RAINFED,2022,APR,GARDEN PEAS,5,5,55,11
ITOGON,RAINFED,2022,MAY,GARDEN PEAS,5,5,55,11
ITOGON,RAINFED,2022,JUN,GARDEN PEAS,5,5,55,11
ITOGON,RAINFED,2022,JUL,GARDEN PEAS,5,5,55,11
ITOGON,RAINFED,2022,AUG,GARDEN PEAS,5,5,17.5,3.5
ITOGON,RAINFED,2022,SEP,GARDEN PEAS,5,5,17.5,3.5
ITOGON,RAINFED,2022,OCT,GARDEN PEAS,5,5,55,11
ITOGON,RAINFED,2022,NOV,GARDEN PEAS,5,5,55,11
ITOGON,RAINFED,2022,DEC,GARDEN PEAS,5,5,55,11
ITOGON,RAINFED,2022,JAN,SWEET PEPPER,5,5,55,11
ITOGON,RAINFED,2022,FEB,SWEET PEPPER,5,5,55,11
ITOGON,RAINFED,2022,MAR,SWEET PEPPER,5,5,55,11
ITOGON,RAINFED,2022,APR,SWEET PEPPER,4.5,5,55,11
ITOGON,RAINFED,2022,MAY,SWEET PEPPER,4.5,5,55,11
ITOGON,RAINFED,2022,JUN,SWEET PEPPER,5,5,55,11
ITOGON,RAINFED,2022,JUL,SWEET PEPPER,5,5,55,11
ITOGON,RAINFED,2022,AUG,SWEET PEPPER,5,4.5,27,6
ITOGON,RAINFED,2022,SEP,SWEET PEPPER,5,4.5,27,6
ITOGON,RAINFED,2022,OCT,SWEET PEPPER,5,5,55,11
ITOGON,RAINFED,2022,NOV,SWEET PEPPER,5,5,55,11
ITOGON,RAINFED,2022,DEC,SWEET PEPPER,5,5,55,11
ITOGON,RAINFED,2022,JAN,WHITE POTATO,5,5,55,11
ITOGON,RAINFED,2022,FEB,WHITE POTATO,5,5,55,11
ITOGON,RAINFED,2022,MAR,WHITE POTATO,5,5,55,11
ITOGON,RAINFED,2022,APR,WHITE POTATO,5,5,55,11
ITOGON,RAINFED,2022,MAY,WHITE POTATO,3,5,55,11
ITOGON,RAINFED,2022,JUN,WHITE POTATO,3,5,55,11
ITOGON,RAINFED,2022,JUL,WHITE POTATO,5,5,55,11
ITOGON,RAINFED,2022,AUG,WHITE POTATO,5,3,30,10
ITOGON,RAINFED,2022,SEP,WHITE POTATO,5,3,30,10
ITOGON,RAINFED,2022,OCT,WHITE POTATO,5,5,55,11
ITOGON,RAINFED,2022,NOV,WHITE POTATO,5,5,55,11
ITOGON,RAINFED,2022,DEC,WHITE POTATO,5,5,55,11
ITOGON,RAINFED,2022,JAN,CARROTS,5,5,55,11
ITOGON,RAINFED,2022,FEB,CARROTS,5,5,55,11
ITOGON,RAINFED,2022,MAR,CARROTS,5,5,55,11
ITOGON,RAINFED,2022,APR,CARROTS,5,5,55,11
ITOGON,RAINFED,2022,MAY,CARROTS,2.5,5,55,11
ITOGON,RAINFED,2022,JUN,CARROTS,2.5,5,55,11
ITOGON,RAINFED,2022,JUL,CARROTS,5,5,55,11
ITOGON,RAINFED,2022,AUG,CARROTS,5,2.5,25,10
ITOGON,RAINFED,2022,SEP,CARROTS,5,2.5,25,10
ITOGON,RAINFED,2022,OCT,CARROTS,5,5,55,11
ITOGON,RAINFED,2022,NOV,CARROTS,5,5,55,11
ITOGON,RAINFED,2022,DEC,CARROTS,5,5,55,11
KABAYAN,IRRIGATED,2022,JAN,CABBAGE,50,50,1250,25
KABAYAN,IRRIGATED,2022,FEB,CABBAGE,65,31,775,25
KABAYAN,IRRIGATED,2022,MAR,CABBAGE,100,15,375,25
KABAYAN,IRRIGATED,2022,APR,CABBAGE,150,50,1250,25
KABAYAN,IRRIGATED,2022,MAY,CABBAGE,550,65,1625,25
KABAYAN,IRRIGATED,2022,JUN,CABBAGE,450,100,2500,25
KABAYAN,IRRIGATED,2022,JUL,CABBAGE,200,150,3750,25
KABAYAN,IRRIGATED,2022,AUG,CABBAGE,200,550,13750,25
KABAYAN,IRRIGATED,2022,SEP,CABBAGE,400,450,11250,25
KABAYAN,IRRIGATED,2022,OCT,CABBAGE,152,200,5000,25
KABAYAN,IRRIGATED,2022,NOV,CABBAGE,70,200,5000,25
KABAYAN,IRRIGATED,2022,DEC,CABBAGE,50,400,10000,25
KABAYAN,IRRIGATED,2022,JAN,CHINESE CABBAGE,4,7,175,25
KABAYAN,IRRIGATED,2022,FEB,CHINESE CABBAGE,4,2,50,25
KABAYAN,IRRIGATED,2022,MAR,CHINESE CABBAGE,5,4,100,25
KABAYAN,IRRIGATED,2022,APR,CHINESE CABBAGE,4,4,100,25
KABAYAN,IRRIGATED,2022,MAY,CHINESE CABBAGE,10,5,125,25
KABAYAN,IRRIGATED,2022,JUN,CHINESE CABBAGE,13,4,100,25
KABAYAN,IRRIGATED,2022,JUL,CHINESE CABBAGE,10,10,250,25
KABAYAN,IRRIGATED,2022,AUG,CHINESE CABBAGE,8,13,325,25
KABAYAN,IRRIGATED,2022,SEP,CHINESE CABBAGE,8.75,10,250,25
KABAYAN,IRRIGATED,2022,OCT,CHINESE CABBAGE,12,8,200,25
KABAYAN,IRRIGATED,2022,NOV,CHINESE CABBAGE,7,8.75,218,24.91
KABAYAN,IRRIGATED,2022,DEC,CHINESE CABBAGE,2,12,300,25
KABAYAN,IRRIGATED,2022,JAN,LETTUCE,0.5,3,18,6
KABAYAN,IRRIGATED,2022,FEB,LETTUCE,0.5,2,12,6
KABAYAN,IRRIGATED,2022,MAR,LETTUCE,0.5,1,6,6
KABAYAN,IRRIGATED,2022,APR,LETTUCE,2,0.5,3,6
KABAYAN,IRRIGATED,2022,MAY,LETTUCE,4,0.5,3,6
KABAYAN,IRRIGATED,2022,JUN,LETTUCE,4,0.5,3,6
KABAYAN,IRRIGATED,2022,JUL,LETTUCE,1,2,12,6
KABAYAN,IRRIGATED,2022,AUG,LETTUCE,1,4,24,6
KABAYAN,IRRIGATED,2022,SEP,LETTUCE,3,4,24,6
KABAYAN,IRRIGATED,2022,OCT,LETTUCE,3,1,6,6
KABAYAN,IRRIGATED,2022,NOV,LETTUCE,2,1,6,6
KABAYAN,IRRIGATED,2022,DEC,LETTUCE,1,3,18,6
KABAYAN,IRRIGATED,2022,JAN,CAULIFLOWER,20,60,960,16
KABAYAN,IRRIGATED,2022,FEB,CAULIFLOWER,25,30,480,16
KABAYAN,IRRIGATED,2022,MAR,CAULIFLOWER,50,15,240,16
KABAYAN,IRRIGATED,2022,APR,CAULIFLOWER,100,20,320,16
KABAYAN,IRRIGATED,2022,MAY,CAULIFLOWER,80,25,400,16
KABAYAN,IRRIGATED,2022,JUN,CAULIFLOWER,60,50,800,16
KABAYAN,IRRIGATED,2022,JUL,CAULIFLOWER,18,100,1600,16
KABAYAN,IRRIGATED,2022,AUG,CAULIFLOWER,15,80,1280,16
KABAYAN,IRRIGATED,2022,SEP,CAULIFLOWER,28,60,960,16
KABAYAN,IRRIGATED,2022,OCT,CAULIFLOWER,100,18,288,16
KABAYAN,IRRIGATED,2022,NOV,CAULIFLOWER,30,15,240,16
KABAYAN,IRRIGATED,2022,DEC,CAULIFLOWER,15,28,448,16
KABAYAN,IRRIGATED,2022,JAN,BROCCOLI,3,10,160,16
KABAYAN,IRRIGATED,2022,FEB,BROCCOLI,5,5,80,16
KABAYAN,IRRIGATED,2022,MAR,BROCCOLI,5,3,48,16
KABAYAN,IRRIGATED,2022,APR,BROCCOLI,15,3,48,16
KABAYAN,IRRIGATED,2022,MAY,BROCCOLI,25,5,80,16
KABAYAN,IRRIGATED,2022,JUN,BROCCOLI,12,5,80,16
KABAYAN,IRRIGATED,2022,JUL,BROCCOLI,3,15,225,15
KABAYAN,IRRIGATED,2022,AUG,BROCCOLI,3,25,400,16
KABAYAN,IRRIGATED,2022,SEP,BROCCOLI,8,12,192,16
KABAYAN,IRRIGATED,2022,OCT,BROCCOLI,10,3,48,16
KABAYAN,IRRIGATED,2022,NOV,BROCCOLI,5,3,48,16
KABAYAN,IRRIGATED,2022,DEC,BROCCOLI,3,8,128,16
KABAYAN,IRRIGATED,2022,JAN,SNAP BEANS,15,28,224,8
KABAYAN,IRRIGATED,2022,FEB,SNAP BEANS,8,30,240,8
KABAYAN,IRRIGATED,2022,MAR,SNAP BEANS,5,15,120,8
KABAYAN,IRRIGATED,2022,APR,SNAP BEANS,2,8,64,8
KABAYAN,IRRIGATED,2022,MAY,SNAP BEANS,2,5,40,8
KABAYAN,IRRIGATED,2022,JUN,SNAP BEANS,1,2,16,8
KABAYAN,IRRIGATED,2022,JUL,SNAP BEANS,1,2,16,8
KABAYAN,IRRIGATED,2022,AUG,SNAP BEANS,1,1,8,8
KABAYAN,IRRIGATED,2022,SEP,SNAP BEANS,2,1,8,8
KABAYAN,IRRIGATED,2022,OCT,SNAP BEANS,20,1,8,8
KABAYAN,IRRIGATED,2022,NOV,SNAP BEANS,28,2,16,8
KABAYAN,IRRIGATED,2022,DEC,SNAP BEANS,30,20,160,8
KABAYAN,IRRIGATED,2022,JAN,GARDEN PEAS,15,23,115,5
KABAYAN,IRRIGATED,2022,FEB,GARDEN PEAS,10,25,125,5
KABAYAN,IRRIGATED,2022,MAR,GARDEN PEAS,5,15,50,3.33
KABAYAN,IRRIGATED,2022,APR,GARDEN PEAS,5,10,50,5
KABAYAN,IRRIGATED,2022,MAY,GARDEN PEAS,5,5,25,5
KABAYAN,IRRIGATED,2022,JUN,GARDEN PEAS,5,5,55,11
KABAYAN,IRRIGATED,2022,JUL,GARDEN PEAS,5,5,55,11
